Player,Position,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Pick,Value,Normalized Value
Jay Bromley,Defensive Tackle,75.0,306.0,5.06,33.5,26.0,106.0,7.92,4.78,74.0,790000.0,-0.45047593899547805
Terrence Brooks,Safety,71.0,198.0,4.42,38.0,10.0,119.0,7.35,,79.0,4000000.0,-0.14277622526584285
John Brown,Wide Receiver,70.0,179.0,4.34,36.5,,119.0,6.91,4.12,91.0,5000000.0,-0.1267813414181344
Preston Brown,Inside Linebacker,73.0,251.0,4.86,33.0,23.0,116.0,6.98,4.26,73.0,4000000.0,-0.17588983163589988
Martavis Bryant,Wide Receiver,76.0,211.0,4.42,39.0,16.0,124.0,7.18,4.15,118.0,1907000.0,-0.37525801591235336
Deone Bucannon,Inside Linebacker,73.0,211.0,4.49,36.5,19.0,125.0,6.96,4.26,27.0,805000.0,-0.48278970538904126
Michael Campanaro,Wide Receiver,69.0,192.0,4.46,39.0,20.0,122.0,6.77,4.01,218.0,600000.0,-0.4833535004101699
Derek Carr,Quarterback,74.0,214.0,4.69,34.5,,110.0,,4.2,36.0,125000000.0,4.784057758951572
Ryan Carrethers,Defensive Tackle,73.0,337.0,5.47,26.0,32.0,88.0,7.89,4.6,165.0,1290000.0,-0.42465551960706627
Travis Carrie,Cornerback,72.0,206.0,4.49,,17.0,,,,219.0,31000000.0,2.14967428399862
Will Clarke,Defensive End,78.0,271.0,4.77,32.0,22.0,112.0,7.26,4.57,88.0,690000.0,-0.4852892908726813
Jadeveon Clowney,Defensive End,77.0,266.0,4.53,37.5,21.0,124.0,7.27,4.43,1.0,15000000.0,0.5716178866998076
Ross Cockrell,Cornerback,72.0,191.0,4.56,36.5,10.0,122.0,7.28,4.32,109.0,435000.0,-0.4714903096925055
Aaron Colvin,Cornerback,71.0,177.0,4.51,,,,,,114.0,34000000.0,2.4066473450457297
Brandin Cooks,Wide Receiver,70.0,189.0,4.33,36.0,16.0,120.0,6.76,3.81,20.0,81000000.0,5.978691423392935
Mike Davis,Running Back,72.0,197.0,4.52,,10.0,,,,,615000.0,-0.47789215800817836
Mike Davis,Running Back,69.0,217.0,4.61,34.0,17.0,116.0,7.0,4.18,126.0,615000.0,-0.47789215800817836
Darqueze Dennard,Cornerback,71.0,199.0,4.52,,15.0,,,,24.0,4500000.0,-0.12014035858656313
Pierre Desir,Cornerback,73.0,198.0,4.59,35.0,11.0,133.0,6.86,4.3,127.0,1290000.0,-0.3897763828558532
Ahmad Dixon,Safety,72.0,212.0,4.64,32.0,14.0,111.0,7.55,4.5,248.0,2265896.0,-0.3398008313369323
Brandon Dixon,Cornerback,71.0,203.0,4.41,32.5,17.0,117.0,7.15,4.27,195.0,2323864.0,-0.30953584288842934
Aaron Donald,Defensive Tackle,73.0,285.0,4.68,32.0,35.0,116.0,7.11,4.39,13.0,135000000.0,9.6011208211718
Jonathan Dowling,Safety,75.0,190.0,4.52,33.5,8.0,118.0,7.04,4.24,247.0,960000.0,-0.48325448982017755
Dakota Dozier,Tackle,76.0,313.0,5.42,24.0,23.0,101.0,8.14,4.89,137.0,880000.0,-0.49729313132841724
Kony Ealy,Defensive End,76.0,273.0,4.92,31.0,22.0,114.0,6.83,4.45,60.0,1250000.0,-0.446703818605126
Dominique Easley,Defensive Tackle,74.0,288.0,4.93,,26.0,,,,29.0,600000.0,-0.4801505533065045
Eric Ebron,Tight End,76.0,250.0,4.6,32.0,24.0,120.0,,,10.0,13000000.0,0.9818754088900689
Kadeem Edwards,Guard,76.0,313.0,5.25,27.0,26.0,99.0,7.95,4.82,143.0,1140000.0,-0.4356652710332564
Bruce Ellington,Wide Receiver,69.0,197.0,4.45,39.5,15.0,120.0,6.69,3.95,106.0,615000.0,-0.4777094373089762
Justin Ellis,Defensive Tackle,73.0,334.0,5.27,28.0,25.0,92.0,7.81,4.75,107.0,13500000.0,0.5014337161846584
Quincy Enunwa,Wide Receiver,74.0,225.0,4.41,,19.0,,,,209.0,1575000.0,-0.40075146083801194
Mike Evans,Wide Receiver,77.0,231.0,4.53,37.0,12.0,,7.08,4.26,7.0,82500000.0,6.0991941753299965
Shaquelle Evans,Wide Receiver,73.0,213.0,4.51,34.5,13.0,122.0,7.07,4.21,115.0,990000.0,-0.4521889831512839
Antone Exum,Safety,72.0,213.0,4.59,35.0,17.0,117.0,7.05,4.13,182.0,690000.0,-0.5006398203223633
David Fales,Quarterback,74.0,212.0,4.99,28.0,,103.0,7.55,4.5,183.0,2334424.0,-0.39919555458085176
Ego Ferguson,Defensive Tackle,75.0,315.0,4.98,,24.0,,,,51.0,615000.0,-0.46023120842742404
C.J. Fiedorowicz,Tight End,77.0,265.0,4.76,31.5,25.0,116.0,7.1,4.26,65.0,21500000.0,2.007164403219041
Cameron Fleming,Tackle,77.0,323.0,5.28,23.5,26.0,97.0,8.24,5.0,140.0,510000.0,-0.534609540474543
Dee Ford,Outside Linebacker,74.0,252.0,,,,,,,23.0,15443000.0,0.5928514511132019
Khairi Fortt,Outside Linebacker,74.0,248.0,4.7,36.0,30.0,120.0,,,126.0,2632560.0,-0.43488552217079185
Devonta Freeman,Running Back,68.0,206.0,4.58,31.5,,118.0,7.11,4.26,103.0,41250000.0,3.698941923121836
Kyle Fuller,Center,72.0,190.0,4.49,38.5,12.0,128.0,6.9,4.19,14.0,2469216.0,-0.33860034758107854
Kyle Fuller,Center,77.0,307.0,5.24,26.0,23.0,96.0,7.71,4.84,243.0,2469216.0,-0.33860034758107854
Zach Fulton,Guard,77.0,316.0,5.16,24.5,25.0,98.0,7.87,5.16,193.0,28000000.0,2.159564759347909
Tyler Gaffney,Running Back,71.0,220.0,4.49,36.5,,116.0,6.78,4.18,204.0,615000.0,-0.47789215800817836
E.J. Gaines,Cornerback,70.0,190.0,4.44,,15.0,,,,188.0,4000000.0,-0.16308326542537227
Phillip Gaines,Cornerback,72.0,193.0,4.38,36.5,11.0,122.0,6.62,4.04,87.0,880000.0,-0.43033524891436686
Jeremy Gallon,Wide Receiver,67.0,185.0,4.49,,15.0,,,,244.0,435000.0,-0.49571561129991737
Jimmy Garoppolo,Quarterback,74.0,226.0,4.97,30.5,,110.0,7.04,4.26,62.0,137500000.0,5.278047640530002
Jeremiah George,Inside Linebacker,71.0,234.0,4.91,33.0,28.0,116.0,,,154.0,2411752.0,-0.37792174353968516
Demetri Goodson,Cornerback,71.0,194.0,4.52,37.0,11.0,123.0,6.8,4.34,197.0,790000.0,-0.4380444407457802
Ryan Grant,Wide Receiver,72.0,199.0,4.64,35.5,8.0,119.0,6.68,4.11,142.0,5000000.0,-0.1267813414181344
Marion Grice,Running Back,72.0,208.0,4.67,,,,,,201.0,2318896.0,-0.3186184759909565
Ra'Shede Hageman,Defensive End,78.0,310.0,4.92,35.5,32.0,114.0,7.87,4.5,37.0,735000.0,-0.476624503703259
Andre Hal,Safety,70.0,188.0,4.5,35.5,15.0,119.0,7.14,4.27,216.0,15000000.0,1.107010201634542
Jon Halapio,Center,75.0,323.0,5.34,21.5,,100.0,8.26,4.83,179.0,435000.0,-0.5501754119898591
Taylor Hart,Tackle,78.0,281.0,4.92,,21.0,,,,141.0,1550000.0,-0.4475471010936613
Matt Hazel,Wide Receiver,73.0,198.0,4.5,36.5,15.0,118.0,7.08,4.2,190.0,435000.0,-0.49571561129991737
Seantrel Henderson,Tackle,79.0,331.0,5.04,24.0,,95.0,8.15,4.77,237.0,4000000.0,-0.26563997560835956
Robert Herron,Wide Receiver,69.0,193.0,4.48,35.5,18.0,125.0,6.84,4.27,185.0,525000.0,-0.48934667680610955
Jeremy Hill,Running Back,73.0,233.0,4.56,29.0,20.0,113.0,,,55.0,1500000.0,-0.3813386200959296
Anthony Hitchens,Inside Linebacker,72.0,240.0,4.74,31.5,23.0,116.0,7.15,4.45,119.0,45000000.0,3.710809460280751
Zach Hocker,Kicker,72.0,189.0,4.9,,,,,,228.0,435000.0,-0.6940164023006556
Josh Huff,Wide Receiver,71.0,206.0,4.51,35.5,14.0,116.0,,,86.0,1305000.0,-0.4270176422883376
Marqueston Huff,Safety,71.0,196.0,4.49,35.5,15.0,118.0,7.26,4.19,122.0,600000.0,-0.5219384423933273
Carlos Hyde,Running Back,72.0,230.0,4.62,34.5,19.0,114.0,,,57.0,15250000.0,1.0835342144968518
Andrew Jackson,Guard,73.0,254.0,4.9,,,,,,203.0,390000.0,-0.5187815502070661
Bennett Jackson,Cornerback,72.0,195.0,4.51,38.0,13.0,128.0,6.75,4.0,187.0,435000.0,-0.4714903096925055
Gabe Jackson,Guard,75.0,336.0,5.34,29.0,30.0,108.0,8.25,4.78,81.0,55000000.0,5.028278870583497
Ja'Wuan James,Tackle,78.0,311.0,5.26,29.0,22.0,103.0,7.42,4.56,19.0,51000000.0,3.1690675299141504
Kendall James,Cornerback,70.0,180.0,4.44,39.0,9.0,,6.81,4.19,184.0,435000.0,-0.4714903096925055
Jeff Janis,Wide Receiver,75.0,219.0,4.42,37.5,20.0,123.0,6.64,3.98,236.0,1250000.0,-0.4280382212607859
Stanley Jean-Baptiste,Cornerback,75.0,218.0,4.61,41.5,13.0,128.0,,4.33,58.0,525000.0,-0.4582121507199855
Timmy Jernigan,Defensive Tackle,74.0,299.0,5.06,29.5,27.0,102.0,,4.83,48.0,48000000.0,3.124296696679848
Dontae Johnson,Cornerback,74.0,200.0,4.41,38.5,12.0,124.0,6.82,4.24,129.0,1300000.0,-0.39435902036777143
Storm Johnson,Running Back,72.0,209.0,4.6,35.5,16.0,118.0,,,222.0,1140000.0,-0.4267584259727505
Wesley Johnson,Center,77.0,297.0,5.11,29.0,26.0,111.0,7.4,4.64,173.0,1110000.0,-0.47916360098399097
DaQuan Jones,Defensive Tackle,76.0,322.0,5.35,27.5,25.0,101.0,7.73,4.78,112.0,21000000.0,1.0631427967394202
"Odell Beckham, Jr.",Wide Receiver,71.0,198.0,4.38,38.5,7.0,122.0,6.69,3.94,12.0,90000000.0,6.701707935015299
Devon Kennard,Outside Linebacker,75.0,249.0,4.7,30.0,23.0,113.0,7.25,4.32,174.0,17250000.0,0.7793901173554164
Christian Kirksey,Inside Linebacker,74.0,233.0,4.72,32.0,16.0,122.0,,,71.0,38000000.0,2.988165517995894
Cyrus Kouandjio,Tackle,79.0,322.0,5.59,27.5,21.0,96.0,7.71,4.84,44.0,800000.0,-0.5019793639921524
Jarvis Landry,Wide Receiver,71.0,205.0,4.65,28.5,12.0,110.0,,,63.0,15982000.0,0.7554594730970653
Cody Latimer,Wide Receiver,74.0,215.0,4.52,,23.0,,,,56.0,2500000.0,-0.32761926131323543
Nevin Lawson,Cornerback,69.0,190.0,4.48,33.0,16.0,120.0,7.12,4.4,133.0,9200000.0,0.28233670705628544
Marqise Lee,Wide Receiver,72.0,192.0,4.52,38.0,,127.0,,4.01,39.0,34000000.0,2.202938529365037
Charles Leno,Tackle,76.0,303.0,5.25,29.0,21.0,108.0,7.57,4.4,246.0,37000000.0,2.214918168708623
Taylor Lewan,Tackle,79.0,309.0,4.87,30.5,29.0,117.0,7.39,4.49,11.0,80000000.0,5.37719330475202
Brandon Linder,Center,78.0,311.0,5.35,26.5,30.0,100.0,,,93.0,51703000.0,4.452496931963663
Corey Linsley,Center,75.0,296.0,5.24,27.0,36.0,,,,161.0,25500000.0,1.902599040387609
Spencer Long,Center,77.0,320.0,5.16,,,,,,78.0,27400000.0,2.0759215742038366
Aaron Lynch,Outside Linebacker,77.0,249.0,4.76,,18.0,,,,150.0,4000000.0,-0.25546531202044737
Arthur Lynch,Tight End,77.0,258.0,4.82,29.5,28.0,116.0,7.38,4.35,155.0,990000.0,-0.4540855705884896
Khalil Mack,Outside Linebacker,75.0,251.0,4.65,40.0,23.0,128.0,7.08,4.18,5.0,141000000.0,10.4445493162432
Cassius Marsh,Defensive End,76.0,252.0,4.89,32.0,14.0,108.0,7.08,4.25,108.0,7700000.0,0.010752373501037452
Kareem Martin,Outside Linebacker,78.0,272.0,4.72,35.5,22.0,129.0,7.2,4.33,84.0,15000000.0,0.6036599501029112
Marcus Martin,Guard,75.0,320.0,5.38,,23.0,,,,70.0,880000.0,-0.45847590615326583
Zack Martin,Guard,76.0,308.0,5.22,28.0,29.0,106.0,7.65,4.59,16.0,84000000.0,7.56554843442408
Jake Matthews,Tackle,77.0,308.0,5.07,30.5,24.0,105.0,7.34,4.47,6.0,72500000.0,4.820334757348035
Jordan Matthews,Wide Receiver,75.0,212.0,4.46,35.5,21.0,120.0,6.95,4.18,42.0,790000.0,-0.4649923985214845
A.J. McCarron,Quarterback,75.0,220.0,4.94,28.0,,99.0,7.18,4.34,164.0,10000000.0,-0.06545844794340389
Daniel McCullers,Defensive Tackle,79.0,352.0,5.18,20.5,27.0,97.0,,,215.0,880000.0,-0.44373543002882093
Dexter McDougle,Cornerback,70.0,196.0,4.47,,,,,,80.0,1215000.0,-0.3964857718621407
Jerick McKinnon,Running Back,69.0,209.0,4.41,40.5,32.0,132.0,6.83,4.12,96.0,30000000.0,2.654943255241836
Jack Mewhort,Guard,78.0,309.0,5.37,26.0,28.0,101.0,7.79,4.64,59.0,1500000.0,-0.39862394403635104
Trey Millard,Fullback,74.0,247.0,4.64,,,,,,245.0,450000.0,-0.7521750972844268
Terrance Mitchell,Cornerback,71.0,192.0,4.63,34.0,,117.0,6.57,4.0,254.0,1800000.0,-0.34692216053795977
Donte Moncrief,Wide Receiver,74.0,221.0,4.4,39.5,13.0,132.0,7.02,4.3,90.0,9600000.0,0.24276043118885143
Zach Moore,Defensive End,77.0,269.0,4.84,33.5,23.0,123.0,7.41,4.46,198.0,1800000.0,-0.4054940398754146
Morgan Moses,Tackle,78.0,314.0,5.35,21.5,,106.0,7.93,4.95,66.0,38500000.0,2.3274967957542354
C.J. Mosley,Defensive Tackle,74.0,234.0,4.65,35.0,,118.0,7.3,4.4,17.0,5000000.0,-0.1928390678195015
Trent Murphy,Defensive End,77.0,250.0,4.86,35.5,19.0,118.0,6.78,4.2,47.0,22500000.0,1.0604192949229319
Aaron Murray,Quarterback,72.0,207.0,4.84,,,,,,163.0,615000.0,-0.4683967129202221
Troy Niklas,Tight End,78.0,270.0,4.84,32.0,27.0,114.0,7.57,4.55,52.0,940000.0,-0.47805955361235813
Kevin Norwood,Wide Receiver,74.0,198.0,4.48,33.0,8.0,121.0,6.68,4.32,123.0,615000.0,-0.4777094373089762
Kyle Van Noy,Inside Linebacker,75.0,243.0,4.71,32.5,21.0,112.0,7.22,4.2,40.0,11757095.0,0.5396601149657355
Pat O'Donnell,Punter,76.0,220.0,4.64,30.5,23.0,120.0,,,191.0,1500000.0,-0.5959059917343272
Matt Paradis,Center,75.0,306.0,5.34,26.0,23.0,103.0,7.6,4.46,207.0,435000.0,-0.5501754119898591
Kevin Pierre-Louis,Outside Linebacker,72.0,232.0,4.51,39.0,28.0,128.0,6.92,4.02,132.0,5250000.0,-0.15783744132461117
Ronald Powell,Outside Linebacker,75.0,237.0,4.65,35.5,21.0,114.0,,,169.0,1140000.0,-0.5156795222925568
Kaleb Ramsey,Defensive Tackle,75.0,293.0,,,36.0,,,,243.0,1140000.0,-0.4367196573678137
Keith Reaser,Cornerback,71.0,189.0,4.43,,22.0,,,,170.0,1320000.0,-0.39099507263190497
Tevin Reese,Wide Receiver,70.0,163.0,4.46,41.0,,132.0,6.63,4.18,240.0,960000.0,-0.4519821209556188
Caraun Reid,Defensive Tackle,74.0,302.0,4.91,26.5,20.0,106.0,7.59,4.58,158.0,1480000.0,-0.3947966481674728
Trevor Reilly,Outside Linebacker,77.0,245.0,4.67,,26.0,,,,233.0,600000.0,-0.5575015048575932
Ed Reynolds,Safety,73.0,207.0,4.57,32.5,15.0,117.0,,,162.0,960000.0,-0.48325448982017755
Cyril Richardson,Guard,77.0,329.0,5.36,25.5,25.0,91.0,7.7,4.83,153.0,1140000.0,-0.4356652710332564
Paul Richardson,Wide Receiver,72.0,175.0,4.4,38.0,,124.0,7.09,,45.0,40000000.0,2.6849495371132797
Weston Richburg,Center,75.0,298.0,5.1,25.5,25.0,106.0,7.93,4.63,43.0,47500000.0,4.022658265643229
Allen Robinson,Wide Receiver,75.0,220.0,4.6,39.0,,127.0,7.0,4.0,61.0,42000000.0,2.8456198730293605
Greg Robinson,Tackle,77.0,332.0,4.92,28.5,32.0,113.0,7.8,4.86,2.0,790000.0,-0.5039754338972651
Bradley Roby,Cornerback,71.0,194.0,4.39,38.5,17.0,124.0,,4.04,31.0,10000000.0,0.35276551458539307
Richard Rodgers,Tight End,76.0,257.0,4.87,31.5,16.0,116.0,7.23,4.47,98.0,880000.0,-0.48532291163475827
Bishop Sankey,Running Back,69.0,209.0,4.49,35.5,26.0,126.0,6.75,4.0,54.0,600000.0,-0.4807951943931457
Jalen Saunders,Wide Receiver,69.0,165.0,4.44,34.0,,122.0,,,104.0,2701448.0,-0.31614189835303946
Tom Savage,Quarterback,76.0,228.0,4.97,27.0,,105.0,7.33,4.36,135.0,1500000.0,-0.42169218717496426
Michael Schofield,Guard,78.0,301.0,5.01,24.0,,93.0,7.62,4.57,95.0,5000000.0,-0.060749964344090274
Lache Seastrunk,Running Back,69.0,201.0,4.51,41.5,15.0,134.0,,,186.0,960000.0,-0.4415050615056694
Austin Seferian-Jenkins,Tight End,77.0,262.0,4.75,,20.0,,,,38.0,10500000.0,0.6792354912900632
Charles Sims,Running Back,72.0,214.0,4.48,37.5,17.0,126.0,7.16,4.3,69.0,1000000.0,-0.43460672317203075
Yawin Smallwood,Inside Linebacker,74.0,246.0,,36.5,18.0,108.0,,,253.0,960000.0,-0.4834620174291331
Chris Smith,Defensive End,73.0,266.0,4.66,37.0,28.0,121.0,7.55,4.46,159.0,12000000.0,0.31572316823847973
Marcus Smith,Wide Receiver,75.0,251.0,4.66,35.0,23.0,121.0,7.48,4.47,26.0,600000.0,-0.547501643737439
Telvin Smith,Outside Linebacker,75.0,218.0,4.52,31.5,,119.0,,,144.0,45051175.0,2.9459091289267616
Dezmen Southward,Cornerback,72.0,211.0,4.38,,,,,,68.0,1290000.0,-0.3897763828558532
Tyler Starr,Outside Linebacker,76.0,250.0,4.95,32.0,24.0,116.0,6.64,4.15,255.0,1110000.0,-0.5182229748294822
Shamar Stephen,Defensive Tackle,77.0,309.0,5.25,30.5,25.0,103.0,,,220.0,2100000.0,-0.3523640862585797
Devin Street,Wide Receiver,75.0,198.0,4.55,37.0,,124.0,6.89,4.01,146.0,1290000.0,-0.4282162775675255
Xavier Su'a-Filo,Guard,76.0,307.0,5.04,25.0,25.0,102.0,7.6,4.44,33.0,1645000.0,-0.38462630773481454
Vinnie Sunseri,Safety,71.0,210.0,,,18.0,,,,167.0,1215000.0,-0.4515005887143672
Will Sutton,Defensive Tackle,72.0,303.0,5.36,28.5,24.0,99.0,7.93,4.82,82.0,690000.0,-0.45455769164187915
Travis Swanson,Center,77.0,312.0,5.28,26.0,20.0,95.0,7.73,4.65,76.0,1550000.0,-0.4277174045876198
Brandon Thomas,Guard,75.0,317.0,5.09,29.0,35.0,98.0,8.13,4.83,100.0,540000.0,-0.4971278709545098
De'Anthony Thomas,Wide Receiver,69.0,174.0,4.39,32.0,8.0,124.0,,,124.0,880000.0,-0.45776223340526084
Jemea Thomas,Cornerback,69.0,192.0,4.52,37.0,19.0,125.0,,,206.0,2312512.0,-0.31055056647127005
Logan Thomas,Tight End,78.0,248.0,4.61,35.5,,118.0,7.05,4.18,120.0,1225000.0,-0.42483659226883375
Khyri Thornton,Defensive Tackle,75.0,304.0,5.03,29.0,28.0,112.0,7.83,4.76,85.0,523000.0,-0.5405411745257904
Jordan Tripp,Inside Linebacker,75.0,234.0,4.67,37.5,22.0,120.0,6.89,3.96,171.0,1110000.0,-0.4695414217653173
Stephon Tuitt,Defensive End,77.0,304.0,4.92,,31.0,,,,46.0,60001439.0,3.8356733563880554
Billy Turner,Tackle,77.0,315.0,5.16,28.0,25.0,108.0,7.92,4.71,67.0,2000000.0,-0.4141355882494222
Trai Turner,Guard,75.0,310.0,4.93,27.5,25.0,,,,92.0,45000000.0,4.013698124799801
Brent Urban,Defensive End,79.0,295.0,4.98,,,,,,134.0,1000000.0,-0.46443467876427963
Brock Vereen,Safety,72.0,199.0,4.47,34.0,25.0,117.0,6.9,4.07,131.0,600000.0,-0.5219384423933273
Jason Verrett,Cornerback,69.0,189.0,4.38,39.0,,128.0,6.69,4.0,25.0,3600000.0,-0.1975249560147014
Jimmie Ward,Safety,71.0,193.0,4.59,,9.0,,,,30.0,4500000.0,-0.07976652920451822
Jaylen Watkins,Cornerback,71.0,194.0,4.41,,22.0,,,,101.0,1110000.0,-0.4098906754952027
Sammy Watkins,Wide Receiver,73.0,211.0,4.43,34.0,16.0,126.0,6.95,4.34,4.0,48000000.0,3.327630880777603
Larry Webster,Defensive End,78.0,252.0,4.58,36.5,17.0,123.0,7.29,4.44,136.0,990000.0,-0.4723057942507777
Keith Wenning,Quarterback,75.0,218.0,5.0,28.0,,100.0,7.07,4.25,194.0,960000.0,-0.44301930344465024
Terrance West,Running Back,69.0,225.0,4.56,33.5,16.0,120.0,,,94.0,510000.0,-0.4858737392406554
James White,Running Back,69.0,204.0,4.57,32.0,23.0,114.0,7.05,4.2,130.0,12000000.0,0.6923614660515045
Andre Williams,Running Back,71.0,230.0,4.56,38.0,,129.0,7.27,4.06,113.0,600000.0,-0.4807951943931457
Avery Williamson,Inside Linebacker,73.0,246.0,4.66,30.5,25.0,120.0,7.11,4.07,151.0,22500000.0,1.5778647269118573
David Yankey,Guard,78.0,315.0,5.48,28.5,22.0,103.0,7.81,4.86,145.0,1140000.0,-0.4356652710332564
Ameer Abdullah,Running Back,69.0,205.0,4.6,42.5,24.0,130.0,6.79,3.95,54.0,810000.0,-0.456663953178377
Nelson Agholor,Wide Receiver,72.0,198.0,4.42,,12.0,,,,20.0,1047500.0,-0.43304442118107606
Jay Ajayi,Running Back,72.0,221.0,4.57,39.0,19.0,121.0,7.1,4.1,149.0,805000.0,-0.4571942109460289
Kwon Alexander,Inside Linebacker,73.0,227.0,4.55,36.0,24.0,121.0,7.14,4.2,124.0,54000000.0,4.469141487902512
Mario Alford,Wide Receiver,68.0,180.0,4.43,34.0,13.0,121.0,6.64,4.07,238.0,1140000.0,-0.4402026303594047
Javorius Allen,Running Back,72.0,221.0,4.53,35.5,11.0,121.0,6.96,4.28,125.0,850000.0,-0.4524218910371617
Adrian Amos,Safety,72.0,218.0,4.56,35.5,,122.0,7.09,4.03,142.0,36000000.0,3.3939769906258057
Henry Anderson,Defensive End,78.0,294.0,4.97,30.0,,111.0,7.2,4.19,93.0,25200000.0,1.3211497746851761
Rory Anderson,Tight End,77.0,244.0,4.73,,,,,,254.0,465000.0,-0.5193357411422617
Stephone Anthony,Inside Linebacker,75.0,243.0,4.56,37.0,23.0,122.0,7.07,4.03,31.0,805000.0,-0.48278970538904126
Arik Armstead,Defensive End,79.0,292.0,5.06,34.0,24.0,117.0,7.57,4.53,17.0,85000000.0,5.403624900112572
Cameron Artis-Payne,Running Back,70.0,212.0,4.53,36.5,,118.0,7.13,,174.0,895000.0,-0.44764957112829445
Vic Beasley,Defensive End,75.0,246.0,4.53,41.0,35.0,130.0,6.91,4.15,8.0,9500000.0,0.13856499724816468
Blake Bell,Tight End,78.0,252.0,4.8,33.0,14.0,116.0,6.85,4.32,117.0,705000.0,-0.5065077058667586
Kenny Bell,Wide Receiver,73.0,197.0,4.42,41.5,7.0,129.0,6.66,4.15,162.0,465000.0,-0.4899939736147566
Angelo Blackson,Defensive End,76.0,318.0,5.02,31.0,20.0,101.0,7.5,4.57,100.0,615000.0,-0.4907531980718399
Nick Boyle,Tight End,76.0,268.0,5.04,30.5,20.0,112.0,7.13,4.23,171.0,18000000.0,1.6261860501554735
Da'Ron Brown,Wide Receiver,72.0,205.0,4.54,37.0,17.0,120.0,7.04,4.11,233.0,450000.0,-0.49533985320204915
Jamon Brown,Guard,76.0,323.0,5.08,,,,,,72.0,18750000.0,1.223807560119552
Malcom Brown,Defensive Tackle,74.0,319.0,5.05,29.5,26.0,98.0,7.84,4.59,32.0,15000000.0,0.5837859057978292
Trenton Brown,Tackle,80.0,355.0,5.21,23.5,20.0,97.0,8.23,4.78,244.0,66000000.0,4.263514354177203
Michael Burton,Fullback,71.0,242.0,4.65,33.0,25.0,115.0,7.2,4.34,168.0,805000.0,-0.5385900863568814
Ibraheim Campbell,Safety,71.0,208.0,4.52,,23.0,,,,115.0,1320000.0,-0.4298627753305499
A.J. Cann,Guard,75.0,313.0,5.47,,26.0,,,,67.0,15055000.0,0.877427621847801
Joe Cardona,Long Snapper,74.0,242.0,4.91,33.0,30.0,,,,166.0,4310000.0,1.3794931031781366
Alex Carter,Safety,72.0,196.0,4.51,40.0,17.0,121.0,7.05,4.07,80.0,990000.0,-0.47727053518227947
Anthony Chickillo,Outside Linebacker,75.0,267.0,4.79,34.5,27.0,114.0,7.17,4.25,212.0,435000.0,-0.5676821002726751
Gerald Christian,Tight End,75.0,244.0,4.87,,28.0,,7.62,4.7,256.0,990000.0,-0.4540855705884896
Frank Clark,Defensive End,75.0,271.0,4.79,38.5,19.0,118.0,7.08,4.05,63.0,104000000.0,7.111651026964297
Kaelin Clay,Wide Receiver,70.0,195.0,4.51,33.0,10.0,113.0,6.97,4.26,184.0,435000.0,-0.49571561129991737
T.J. Clemmings,Tackle,77.0,309.0,5.14,32.5,22.0,111.0,7.68,4.54,110.0,805000.0,-0.49331635967811127
Sammie Coates,Wide Receiver,73.0,212.0,4.43,41.0,23.0,131.0,6.98,4.06,87.0,805000.0,-0.45174643449258955
David Cobb,Running Back,71.0,229.0,4.81,38.5,17.0,121.0,,,138.0,540000.0,-0.48560133866733307
Tevin Coleman,Running Back,71.0,206.0,4.4,,22.0,,,,73.0,8500000.0,0.35887249347026734
Jalen Collins,Cornerback,73.0,203.0,4.48,36.0,,124.0,6.77,4.27,42.0,645000.0,-0.45160438423708876
Landon Collins,Safety,72.0,228.0,4.53,35.0,,120.0,7.38,4.33,33.0,84000000.0,8.68730044941487
Chris Conley,Wide Receiver,74.0,213.0,4.35,45.0,18.0,139.0,7.06,4.3,76.0,4595000.0,-0.1602050766311361
Amari Cooper,Wide Receiver,73.0,211.0,4.42,33.0,,120.0,6.71,3.98,4.0,100000000.0,7.085372480228575
Xavier Cooper,Defensive End,75.0,293.0,4.86,29.0,29.0,110.0,7.23,4.37,96.0,615000.0,-0.4907531980718399
Christian Covington,Defensive Tackle,74.0,289.0,4.9,,,,,,216.0,2500000.0,-0.3143564699181888
Jamison Crowder,Wide Receiver,68.0,185.0,4.56,37.0,10.0,115.0,7.17,4.32,105.0,28500000.0,1.6786593454475038
Ronald Darby,Cornerback,71.0,193.0,4.38,41.5,12.0,129.0,6.94,4.14,50.0,6500000.0,0.05182541347596639
Carl Davis,Defensive Tackle,77.0,320.0,5.07,33.0,,103.0,7.91,4.47,90.0,2000000.0,-0.3502821649468295
Geremy Davis,Wide Receiver,74.0,216.0,4.49,36.5,23.0,124.0,6.86,4.18,186.0,525000.0,-0.48934667680610955
Tyeler Davison,Defensive Tackle,74.0,316.0,5.18,33.0,32.0,105.0,7.53,4.46,154.0,895000.0,-0.4296779509601255
Paul Dawson,Outside Linebacker,72.0,235.0,4.93,28.0,21.0,109.0,,4.49,99.0,1170000.0,-0.5133560788167214
Quandre Diggs,Safety,69.0,196.0,4.56,35.5,17.0,113.0,7.22,4.15,200.0,18600000.0,1.420656013894669
Stefon Diggs,Wide Receiver,72.0,195.0,4.46,35.0,,115.0,7.03,4.32,146.0,72000000.0,5.255674911770573
Andrew Donnal,Guard,78.0,313.0,5.31,32.0,17.0,101.0,7.84,4.77,119.0,1320000.0,-0.4179905727833815
